"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"20","674af3b33c7bae7701e8234ea49ccd2c64e251d3","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"21","922459c4f0ee9c073a69b57c95394a67c8edd86a","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis","Castor canadensis","consensus","consensus"
"22","a509e6c3a18d5d776a8b71fd331a0f72d5fc18ca","family","Metazoa","Chordata","Mammalia","Carnivora","Felidae",NA,NA,"Felidae","consensus","consensus"
"23","37c2390b3ed79e0f3e825a98dc39359df5fb5405","species","Metazoa","Chordata","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus","Equus caballus","consensus","consensus"
"24","9a33de19684dd94fef15cc285fa6e9a6a7284e64","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"Sorex","consensus","consensus"
"25","d071447bb8ca2177c49e93535e90db16ffe738c3","family","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae",NA,NA,"Cricetidae","consensus","consensus"
"26","d84391b013a0c0b0f0e588766fb6a2f47f8bc81c","family","Metazoa","Chordata","Aves","Passeriformes","Turdidae",NA,NA,"Turdidae","consensus","consensus"
"27","432494d314a63b8174c361a5fb7aa57bcad4619e","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"Passeriformes","consensus","consensus"
"28","a48239a814ca2f97d04e6d8f3da83a28fb959072","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"29","c6e82808a88952d18f734d433ed33bce9aed4920","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas","consensus","consensus"
"30","ed947cab6e7ec1c1e6f04bf5c2581f1d73292a07","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"31","a61e33242a20f3bd98721edc138fd964d3f00816","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon","consensus","consensus"
"32","4bcf98976488f81fa25b3b8d4dad55d94f89da6f","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"33","11523d68271fcd46f5639834aa797f90cf49cae9","species","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor","Procyon lotor","consensus","consensus"
"34","3db492f4716a04f894bceb195ec2df6c0ff627ce","family","Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae",NA,NA,"Macropodidae","consensus","consensus"
"35","831e18b9d7b06083528be1480197f7ad27192cea","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"Microtus","consensus","consensus"
"36","08c79b0be594a12b12743136f1fcdcbaa5d91d9b","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"Microtus","consensus","consensus"
"37","52b243aa0f20605f285bc1dc5738230e4ac2d4f0","species","Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Bos taurus","consensus","consensus"
"38","bb1cc3902b7d9e1b902a44ba619d14a2c6f909b6","family","Metazoa","Chordata","Aves","Galliformes","Phasianidae",NA,NA,"Phasianidae","consensus","consensus"
"39","c6be405669c4d4d5ae91e15576ef8906a3ca3a41","genus","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","Sorex",NA,"Sorex","consensus","consensus"
"40","3342529986f8f5933a533bf1f2e975e9b677cb7b","family","Metazoa","Chordata","Actinopteri","Perciformes","Cottidae",NA,NA,"Cottidae","consensus","consensus"
"41","b6b31c935db698ed479cf15f6f3b52cbe2ce4b32","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"Microtus","consensus","consensus"
"42","44d1216137dce83e101b77a76dc260d246d933ef","species","Metazoa","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","Gallus gallus","consensus","consensus"
"43","733188111a756f8216f98a3dfad1f09f1aa265db","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"Passeriformes","consensus","consensus"
"44","59309486d84462893840a85fbdc4aeff89a26639","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"45","e72055022b8149f013d288146db1df79fcbb8f7b","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis","Castor canadensis","consensus","consensus"
"46","5e08243add1f3244899d45e4e31cf18f8af6bd3f","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,"Microtus","consensus","consensus"
"47","1a5899b9fd810230a7596995a978358f42979a45","genus","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae","Tamias",NA,"Tamias","consensus","consensus"
"48","f22f946bfb36bec4651a7c53b06a54c54c649c6c","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas","consensus","consensus"
"49","23bf5f5d24f589cba120a8635ee13e9817d90a52","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss","consensus","consensus"
"50","c49a8f7144e51f8a0d46c19d4c50ac4e41772a40","family","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae",NA,NA,"Cricetidae","consensus","consensus"
"51","20a9c4751ed251e3c0f35a775d46c080075382d8","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas","consensus","consensus"
"52","26c83621552ce0bff8db551c5129d9eccf7d9a50","family","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae",NA,NA,"Didelphidae","consensus","consensus"
"53","0ef847ecc2c0f9b9bc623b156a2a005c9bbd006d","species","Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus","Bos taurus","consensus","consensus"
"54","80b393f13810fac57278c2947983d31c1972003b","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae","consensus","consensus"
"55","b6121ac847c1861a2ac06f2c262814c24e721886","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"56","66ff6e74c54628fba8015937470ec9d9184eced9","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"Anatidae","consensus","consensus"
"57","24ce776b69c914f87600634ba6268479f370dc38","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Aythya",NA,"Aythya","consensus","consensus"
"58","6d7a36800c44bc61533fdba2e215c4063ec0b60a","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss","consensus","consensus"
"59","c504c0e46cc73088d60a8306ac6b7247528b132b","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae","consensus","consensus"
"60","35e334311044348b8d39fb275ce94e11c2cf361d","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"Passeriformes","consensus","consensus"
"61","f40d338cb15a9b60552e1c3a92342fcef1f3a904","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Aythya",NA,"Aythya","consensus","consensus"
"62","d8804f535ddcada3535b64a5ba8867826148fd6a","family","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae",NA,NA,"Didelphidae","consensus","consensus"
"63","9271b268bbf39ef6d05c851c02b0470a717e7ed7","order","Metazoa","Chordata","Mammalia","Primates",NA,NA,NA,"Primates","consensus","consensus"
"64","e49f29f531772e66d7044da181264083c6e69d6d","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"65","c4d89cc13a9fe24f6c0caec6b5429c33c04f471d","species","Metazoa","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor canadensis","Castor canadensis","consensus","consensus"
"66","dd63054ec92248f49fb84b490c0647a7b5b814cd","genus","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","Peromyscus",NA,"Peromyscus","consensus","consensus"
"67","4b6b740f9b6d0ae003c5b1ee2bb36f4a9766dd3b","species","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas","Pimephales promelas","consensus","consensus"
"68","aae37ae8e79580afffda1b227e82c2f881f489e6","family","Metazoa","Chordata","Mammalia","Primates","Hominidae",NA,NA,"Hominidae","consensus","consensus"
"69","b48513522bc5b6665df2930ce8c58f0e5207c198","genus","Metazoa","Chordata","Aves","Anseriformes","Anatidae","Anas",NA,"Anas","consensus","consensus"
"70","5d9ab9485d4035fa7d5f23b4a07ebf85cd1f5218","family","Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae",NA,NA,"Macropodidae","consensus","consensus"
"71","b81faad3bc3b3eb23d5e36b76cdfbb36fe04ccd2","family","Metazoa","Chordata","Aves","Passeriformes","Corvidae",NA,NA,"Corvidae","consensus","consensus"
"72","f567384b2a1b55b1f1380360b42f191b4f64ebdd","family","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae",NA,NA,"Sciuridae","consensus","consensus"
"73","6f4156f2f388b3f8332e1dea570a1d21f65fd375","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"74","2435eb1079be3ac735d5301e934ec881cf409ceb","family","Metazoa","Chordata","Aves","Passeriformes","Paridae",NA,NA,"Paridae","consensus","consensus"
"75","8d4bbc6ce4b6ec02b439fdf354147ee4b4399269","family","Metazoa","Chordata","Aves","Anseriformes","Anatidae",NA,NA,"Anatidae","consensus","consensus"
"76","4d216f14fbc7c30c4af04ff05337d10abcb35ddd","order","Metazoa","Chordata","Aves","Passeriformes",NA,NA,NA,"Passeriformes","consensus","consensus"
"77","fe72cd5c92fc95d33982bc5916c5d015404e2977","species","Metazoa","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Lepomis","Lepomis gibbosus","Lepomis gibbosus","consensus","consensus"
"78","0fb936f118cdc41e570e6a88e1b64828ebdbcc0f","family","Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae",NA,NA,"Macropodidae","consensus","consensus"
"79","7cd5a278e844eb42676b58410c7bb263e7e6fbad","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon","consensus","consensus"
"80","7adb20f19ac776061355c059e092faae114e3535","species","Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens","Homo sapiens","consensus","consensus"
"81","60bae576e1162a8312b8a84b4831b1a1fc8236a2","family","Metazoa","Chordata","Mammalia","Primates","Hominidae",NA,NA,"Hominidae","consensus","consensus"
"82","a0b136cf0c8acdc9ea6ef33ad743d03140bbd58f","family","Metazoa","Chordata","Mammalia","Primates","Hominidae",NA,NA,"Hominidae","consensus","consensus"
