"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"29","a0808c3049d8cb6510e36914b4b81d242264bca7","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"30","ecb0c9dfb52be078ef7c6c58dbb085dd5442bfe3","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora","consensus","consensus"
"31","7cead4d0a3a368df94b0ec77416c5781d0e50f74","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"32","1c6c1a8871a14684139f7f2ab11b72720e4aa84f","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"33","5f8e661a900cfe45b5a4f6621853db1c106d466b","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"34","44980b5f9b4c0a49c37440405f1aa64f1c79a84d","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"35","5615a89cdbb8b7fa005b187cca2000b135d4ad3d","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"36","72061eec868e96d2da2667991b41dd244ed52f83","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera","consensus","consensus"
"37","83da6f8e86e529c1b804b692665ba406918755c2","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"38","33aa71c34f9f50d8b72e918b375fa572db884fce","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"39","ce58180855d37c58484e232cc5bf1a12d79393a8","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"40","103eda75da0657f3817155d2b96a497b5a26dddf","species",NA,"Rhodophyta","Florideophyceae","Gigartinales","Peyssonneliaceae","Sonderopelta","Sonderopelta sp. 1capensis","Sonderopelta sp. 1capensis","consensus","consensus"
"41","635c5c7f4005de499128ffb02c0b21b1177df79f","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera",NA,"Fistulifera","consensus","consensus"
"42","6932c543f466b6999e5d873a804d35026d165907","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"43","245e5fbb9bac982b6877d9c8a8a3762526e6fd5d","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae","consensus","consensus"
"44","4e64e63a14010ab38462e7b690abcd926e7cd78d","genus","Metazoa","Platyhelminthes","Rhabditophora","Tricladida","Planariidae","Polycelis",NA,"Polycelis","consensus","consensus"
"45","61512ccbf7375b317126799d73e41165affa1610","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"46","fb563bd2723e44b2d8a32e94d70f620fd5c5a7c7","genus","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus",NA,"Paracalanus","consensus","consensus"
"47","6430567aecd96f6aa7130f980096c81a47e15218","species",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora","Sellaphora pupula","Sellaphora pupula","consensus","consensus"
"48","c33b1180d07b56a01ffc0147115fb938b80c1a7f","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"49","8538bc651583daa593b0bb72988aa1906c088b35","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"50","526684e6c408d60162d569cabd8ed045273db964","family","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae",NA,NA,"Mollisiaceae","consensus","consensus"
"51","c9bec10cb9cb2e5af2e2557a4a38c1caf48da581","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,"Nitzschia","consensus","consensus"
"52","60e9eba83d71688871a9c8a75d5e159679bb912c","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"53","134d525cdb78a3672bc9ac147ce77beb821f0b0c","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"54","9f1d872c78fb37e061656b16a0334fbe3c873b80","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"55","26fa5489ab123b1b8e9fca666c321cb061715ed0","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,"Nitzschia","consensus","consensus"
"56","19fcf0abe6bd3d813412f0154dd7d53e9d6644d1","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia","consensus","consensus"
"57","5e998b58b276d3b2e32bac1ae3f0ea1342e20023","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"58","76c65ca31c2dfb9ac300027181f56d691c60596a","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"59","201fe67d114c7fcfbf13adabc35a448a23cc11d9","class",NA,NA,"Cryptophyceae",NA,NA,NA,NA,"Cryptophyceae","consensus","consensus"
"60","3de8087310549a3e092d620ef0edbd980fcf433f","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"61","b6495c0da545431211e46c3da63952bd0bef04c2","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea","Nitzschia palea","consensus","consensus"
"62","12e8dc8f57e908ccac25b5abf1a49af06eedc525","family",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,"Bacillariaceae","consensus","consensus"
"63","04c34cda45a316aeb8efdbaca5d1c00cd431b235","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula",NA,"Navicula","consensus","consensus"
"64","ef01ee2a9090cd7e7d68790cd5011cad830b5750","genus","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,"Tetracladium",NA,"Tetracladium","consensus","consensus"
"65","e7ca52ed2162680d6c6557981f8abcd3f157feed","family","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae",NA,NA,"Chaetonotidae","consensus","consensus"
"66","11797089de84a3fd4c1975fba6e68a6e1fefb264","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"67","18325d78a83fb9062b5c77784192557f057bfd5d","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"68","b546f0ab28f9b9d76ad53d17229f36e0490013de","family",NA,"Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae",NA,NA,"Lithodesmiaceae","consensus","consensus"
"69","04081451d3900f13448cc189bea2797a7790014c","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"70","ef9e6cfdd8429eaec93ae59e4991bebea93ba74b","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"71","492c005e08606c66627ae0231c03481f354700ec","phylum","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"Basidiomycota","consensus","consensus"
"72","e10c1f3658077a6a9c100a5db80f8cd33b416406","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"73","4cd39ba0ae63cdd7b5047be32b53c4ab2baf870a","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta","consensus","consensus"
"74","50304cc365ee1796f2528189c763dfc444b7cf66","order",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales",NA,NA,NA,"Melosirales","consensus","consensus"
"75","64c3289bc0a7f1ae43a8150a3935fc82c0bdc1a2","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"76","8f16a4fe1206c0b144de0aa4d2f1906a19a6d3a1","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"77","85b5a7a036b8205b4d4eb07516041f755a1f6614","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"78","c0cab2fd531ed517d86607ed24fdb6308dff22cb","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"Verticillium","consensus","consensus"
"79","19725f85d737a28b29c8d4c4b656dea4a0df1675","class",NA,"Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA,"Coscinodiscophyceae","consensus","consensus"
"80","ad326f68e350ebf2616d8bd710170a5231134fcd","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"81","7fea0f8cd9f9d152b2a023979c04fdd9b158abf7","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora","consensus","consensus"
"82","6d0492a8bd3d792f67cf2edb3bc803d4468ef7b6","genus",NA,"Oomycota",NA,NA,NA,"Haptoglossa",NA,"Haptoglossa","consensus","consensus"
"83","b0a28594e9fdf0e066cf1628e558e94ae8c3c365","family",NA,NA,"Dinophyceae","Thoracosphaerales","Thoracosphaeraceae",NA,NA,"Thoracosphaeraceae","consensus","consensus"
"84","b7d1f56aab4e5f7e42595b00729be54224d6e1ab","genus","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,"Tetracladium",NA,"Tetracladium","consensus","consensus"
"85","e29986d5542b18f8e3edf3c80a1627c389442b79","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"86","ccac27fa9a5a7510b72efe0686c956489ca447b4","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia cuspidata","Pseudo-nitzschia cuspidata","consensus","consensus"
"87","313da77f89ccfdd0f7d41ef4db6ac9b3d2f5362b","species","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Articulospora","Articulospora tetracladia","Articulospora tetracladia","consensus","consensus"
"88","6e357a8b476bed92a26d17d6fd0e93c2519be1be","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"89","c560e7b2622cb5e96636cffa83301cce1d208793","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"90","3a891e1273a57c2f54d9dfab6f6a32bb5ed32b36","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"91","0a62ed99c62d5fa20fe74e0440a63182cf4a0598","class","Metazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydrozoa","consensus","consensus"
"92","f24cc26689830d1b67e01dcadff3b15dd14506f4","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"93","3ca9bc8c05f8b337f50514b6b8348a6d1189100c","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"94","ece6f022a3bcce844a68fd97d6015012b0174710","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"95","0b271fb02662287b8c0c31eb9da9801ae9505d32","species",NA,"Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum","Gomphonema parvulum","consensus","consensus"
"96","3447a79b859d1d1556e1521f710211407fd00d58","species","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium exigens","Prosimulium exigens","consensus","consensus"
"97","d86297fd9aa4955283926cb1315031e653807ae4","family",NA,NA,"Synurophyceae","Synurales","Mallomonadaceae",NA,NA,"Mallomonadaceae","consensus","consensus"
"98","e2e4079b2bb19657855f76175f95a8e962704644","order",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales",NA,NA,NA,"Melosirales","consensus","consensus"
"99","f77a859e23b4ce9cd02061a05c3f5d39943a4043","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"100","b3526747f07d85adac8a40d6a1a32aa5296a5391","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola","consensus","consensus"
"101","7b04e30cd3c3bef44290f3d5211e944dba9e6107","species",NA,"Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum","Gomphonema parvulum","consensus","consensus"
"102","9223a8c76db0c299773e4149e3f68b959328d087","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola","consensus","consensus"
"103","f90c2efad01837db87f21b77a58fbb57439c83c4","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"104","726bc691bf116f4890e2cd21eddb75505a9f044f","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"105","2f268dac01e5e79954db64c330f0ca4c8efefe81","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"106","e8563774b4b8587dd543187a4cca61ecfbd7835c","class","Metazoa","Porifera","Demospongiae",NA,NA,NA,NA,"Demospongiae","consensus","consensus"
"107","c90310a3298931d4abac309bb0ff179612507967","genus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA,"Entoloma","consensus","consensus"
"108","6a4166891a6e3d0281f720128982ed1aa1c2f806","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"109","3064c0dc213dba7c22243065beb0193c687ab331","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"110","e073428ae9dd57ff1ec1d88d941c6ae2f5cfd117","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae","consensus","consensus"
"111","bbd4224e851ea8a0e8096253ac644d9fbe639db2","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"112","6bc9993a83d5fb2ebb2e49b40ab7daa4efcb2e76","family",NA,NA,"Dinophyceae","Peridiniales","Ostreopsidaceae",NA,NA,"Ostreopsidaceae","consensus","consensus"
"113","cbe53179d2a7e29a103235119422a82e8bed96f4","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"114","069b7cb04ad71314dfe0d4d086791f5565208ebd","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"115","3b5f4020a5b6c4fdf998240dfd0c3fd41f67d3bf","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"116","7ef607d3e977cb759a83547f6a2b28aab2af01e7","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"117","36683d7032f8baf2707b0cc8fb43833e46ccc136","order","Metazoa","Tardigrada","Eutardigrada","Parachela",NA,NA,NA,"Parachela","consensus","consensus"
"118","a3cd0ef995200170a3b20642f746e06e1b311e78","species","Metazoa","Mollusca","Gastropoda",NA,"Lymnaeidae","Kamtschaticana","Kamtschaticana kamtschatica","Kamtschaticana kamtschatica","consensus","consensus"
"119","7271dd9a32b16cb1fc08616e126d70290eed6ee9","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora","consensus","consensus"
"120","b17bc15b43df749b89426494c3cae5b60c394a27","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"121","958eedb2d41f0ada3ac0a3ae02b659658b68cd22","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola","consensus","consensus"
"122","3d63e821ce4d75b87e31154e653a1ed1291da50d","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","consensus","consensus"
"123","ad9e55937091ebf89d04243a3840e7a77dfd1369","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"124","dd99178af1c752af8f95f43a4512010175c03bf2","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"125","df95550411046d6c62fe4ffb447edf8586d4b1bb","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"126","ae9919c788ee0b4634901ae24eff15aaea5dc653","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"127","b8bf3b416b05a4ed27a03ff6f14990d0be50c27e","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"128","f3e49552a6d8a7c91b6bb05a0436158822d330e4","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"129","251d23ad8f2d0d55839a298c0e2fbfefa1a3d304","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"130","5dd73937c54296b7a66d5a9b5eaa21ae198f6d26","order",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales",NA,NA,NA,"Melosirales","consensus","consensus"
"131","adea6c742049771706e02236730234332b91f292","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"132","87080ec2cce1cbcfc4b0e98e526ec04f1bdc4aa6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"133","270446983d555700329507bc685518a64aa4637f","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Aphanomyces",NA,"Aphanomyces","consensus","consensus"
"134","f956a968bb232ed2ea8edd37b91a406d9021f4dc","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii","Chlamydomonas reinhardtii","consensus","consensus"
"135","2f34ed08f85a5db6f5ee40c830263f6fb2cd2795","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"136","63182a37b562c2c6218017f67f98f52f2e31deff","species",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Nothophytophthora","Nothophytophthora caduca","Nothophytophthora caduca","consensus","consensus"
"137","e729f5ce45090c7315565d7883ed4144736346c0","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium","consensus","consensus"
"138","223c08ba867bfd182e2d88ff09348eb80582dccb","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"139","f3c4dd23608a541883210aba27756c0f6a4d9083","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"140","637a36db0eba61a0188a7587def0d3db3b19233e","genus","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus",NA,"Paracalanus","consensus","consensus"
"141","3a22465134feeba10a44e0bbc3f25b4eea24bf22","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium","consensus","consensus"
"142","c22fe948ef77b51c5348a512dbdafb19d0afd540","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum","Globisporangium ultimum","consensus","consensus"
"143","39bf6e638275aef8935b82f0aa595ce83e8711e2","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"144","8db1476e3137eeda7f15af2937b449dfaa534329","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"145","7df1cf267d929d8edcf7550c1d285fde6401058c","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"146","5b0335454f265810ebbdb3c5a43defe0fd3d1e2e","species",NA,NA,"Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas curvata","Cryptomonas curvata","consensus","consensus"
"147","8b37988f78eb148bbafe47d7c1310ea41e78578f","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"148","840040f6b4f4b177829a36d9d5c738febb69f93b","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia","consensus","consensus"
"149","96e2badd7bf69bb34b870ffebbc7d4522727c2e9","family","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae",NA,NA,"Russulaceae","consensus","consensus"
"150","9c31ae548189d3f883149ac5643f36928e9d5efb","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"151","dc9087dc656393cfc629348170491c422b133f0b","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia","consensus","consensus"
"152","2715d648e6f6100ea150b0284e1001154cb9093c","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"153","29493b93a019be53677f0a2a6f801f50b959819c","order","Metazoa","Nematoda","Chromadorea","Rhabditida",NA,NA,NA,"Rhabditida","consensus","consensus"
"154","f1f49910bec1b6ff07c5e0308ab57ef507b4fe1b","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"155","69c6e828205265e76533ee23c12556cb910c821b","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"156","8e53f4e1efc2bd8c5054583246dff30f0a4ed4d6","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"157","1a4beaee8c37d29e0a99bce0dc54f079076cf07d","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
