"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon","taxID","score"
"40","fbb5c51b3520275be0a440f34efb4f25deeb7ad5","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"41","efbcb0c4b37e18af0d3d5436706d3c257405fff3","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"42","49f9d94a2f39c9cb4584a959d323744f31eaaba5","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"43","658604797f171befd787b414b45effc49126a527","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"44","af36e4311b9da5030c65359593937671da88386a","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"45","af2a9e158bea5d61debebe55a830bf56b82884ce","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"46","8b8ddd52704f2b83724ba835f9b9d4a40a44e19e","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"47","c7047ff25db9924e9ccf70d6c60609e7e723865b","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA,"Polaromonas","consensus","consensus"
"48","d5531a3473b7ba4250f74c04ccffe6b7411d2fe8","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"49","a4881bbae512afc7d26d16d85d1683d9eefc45d1","genus","Metazoa","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,"Aphelenchoides","consensus","consensus"
"50","621fac7082ad0380991d71036400d8e2f1457de6","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"51","bf34d59f8b04108b5c16b9c3352f556e221e217c","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria","consensus","consensus"
"52","e5a3aad849a3bae41b7580ded3b7fca40cbd1105","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"53","3c77f62a93c0133ed0150951ea2ccaad2a72fa66","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia","consensus","consensus"
"54","336b108c1afa20e12f2eab73750b4fe713486e87","genus",NA,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia",NA,"Eunotia","consensus","consensus"
"55","c34b28a0bc634fde23f44826780256ad322d6d00","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"56","1e919a2ff885ba1052ab4f5037c5e4a977f68228","genus",NA,"Heterolobosea",NA,NA,"Vahlkampfiidae","Naegleria",NA,"Naegleria","consensus","consensus"
"57","bc779b399a6a21bf400b0676fc0816a7d58094d9","species","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Brillia","Brillia sp. BOLD:AAN2569","Brillia sp. BOLD:AAN2569","consensus","consensus"
"58","94d10f55e02eb6ca9cb28c4b876194f09e7a7559","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"59","e761d01406e26abfb121e9aedd390fcdbe2f89e3","phylum","Metazoa","Nematoda",NA,NA,NA,NA,NA,"Nematoda","consensus","consensus"
"60","042dda1d6c100c3aa628c331f59d1bfcd5d1604b","class",NA,NA,"Chrysophyceae",NA,NA,NA,NA,"Chrysophyceae","consensus","consensus"
"61","dc2810d149dc07fb4dce3ab3136bbab3c6ff0dcb","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"62","48db9bca7fdfb86955a8c134cd9b11facc91730a","phylum","Metazoa","Nematoda",NA,NA,NA,NA,NA,"Nematoda","consensus","consensus"
"63","2fbe7514a90051d959423a92ee6250cd3c9c4373","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","consensus","consensus"
"64","1c484af60340983bb1690e089c62e8d584e3cf96","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"65","dcd65379d1a99db465352f1a573b1d0d1a7c3f7f","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"66","3ba451cec347b6fec383b16e22fc2198fef5f5b4","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria","consensus","consensus"
"67","8d5b85e7f473a2bdc0fe16dfed28fa1816cfd5fe","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"68","b20bb5e97ab93f0e204547eaec85123b573b9040","genus","Metazoa","Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,"Plectus","consensus","consensus"
"69","b2d245aa4ffffcba2a39634b6172829532c18591","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"70","606ec603570c6b0fd46495f2ff941092ff39bc8e","species","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Articulospora","Articulospora tetracladia","Articulospora tetracladia","consensus","consensus"
"71","dc3b961c92efa84377df09ee19e51806fba7d0dd","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"72","ddc82411f05f45aa0c48ce878584cd281857bc15","family","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae",NA,NA,"Chaetonotidae","consensus","consensus"
"73","ba686643305774e06b636e16c026f36f42136cf7","species",NA,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia","Eunotia sp.","Eunotia sp.","consensus","consensus"
"74","2a9304c8a1d4328a550c1558bc2f11e7f8890cf1","genus","Metazoa","Gastrotricha",NA,"Chaetonotida","Chaetonotidae","Chaetonotus",NA,"Chaetonotus","consensus","consensus"
"75","42874f2485dae493a30ecc5f657fce5388e38418","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"76","37286cacf4d7ab14814134e14fbf6ba171ee2b9e","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera","consensus","consensus"
"77","ed6b392167d88b3676cad55744db342aadb184a8","species",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora","Sellaphora capitata","Sellaphora capitata","consensus","consensus"
"78","e748330be1476024a7078ab66d9b15fa030419da","genus","Metazoa","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides",NA,"Aphelenchoides","consensus","consensus"
"79","e1333adac078df6730a129955978a3f592fce6f0","species","Metazoa","Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga","Adineta vaga","consensus","consensus"
"80","ed80c1c7e810e5feb9425c47de2099cd988698be","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"81","fb75fac0f05d60db28c051c2f7d5f2d21b04ce11","species","Metazoa","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus","Lynx rufus","consensus","consensus"
"82","4ec66664c6baf9e898cb4e34b3498e526554e74e","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"83","49e2246e722b7e1de3519c96c9bf10bba4ae04ff","species","Metazoa","Arthropoda","Insecta","Diptera","Limoniidae","Ormosia","Ormosia affinis","Ormosia affinis","consensus","consensus"
"84","74cdaad10c2f563761bd7fb9306b14e236e66fa2","genus","Metazoa","Rotifera","Eurotatoria","Ploima","Lecanidae","Lecane",NA,"Lecane","consensus","consensus"
"85","18c6a5a621a73a8ec30fe0ea682828be6cce7b94","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"86","36c5914d1126f7010e31fd074703bae3183f8c85","family","Metazoa","Arthropoda","Collembola","Entomobryomorpha","Isotomidae",NA,NA,"Isotomidae","consensus","consensus"
"87","60538579dbdd79fee43e65e0bc7437426685c62f","class","Metazoa","Nematoda","Chromadorea",NA,NA,NA,NA,"Chromadorea","consensus","consensus"
"88","a0a5b5dc9aae5a20e50bd43104ee5a4d4b5a5f18","species","Metazoa","Arthropoda",NA,NA,NA,NA,"Arthropoda environmental sample","Arthropoda environmental sample","consensus","consensus"
"89","c70c38d573765fa12c50153ccc6aeb6d0e1e5731","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"90","489b02cbfcdb5291fb1ae9db478f0a03fc844c59","genus",NA,"Bacillariophyta","Bacillariophyceae","Eunotiales","Eunotiaceae","Eunotia",NA,"Eunotia","consensus","consensus"
"91","89503c42ed204a467939db25adbee8aa183cdc96","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"92","c166a77ab1e62f9738e8cf49a5356166cc287cb9","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium","consensus","consensus"
"93","a20a815e708b8afdaba825200409554167b3c11a","species","Metazoa","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Necator","Necator americanus","Necator americanus","consensus","consensus"
"94","ce2716000c4b7cf397049d77be47c67eaed2bddd","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"95","ffdc15a82adb1b234084b08e9ca88ad21aebd795","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"96","85ffe3f2fb6b75de56760944d2e857721ea6b1ed","genus","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra",NA,"Micropsectra","consensus","consensus"
"97","ac6e119f9e1ec841c4d10c3700e7778aa5260cff","species","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Brillia","Brillia sp. BOLD:AAN2569","Brillia sp. BOLD:AAN2569","consensus","consensus"
"98","e82b49bafbcbe94b156c2045c2b0e9ec0c251f22","order",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA,"Hyphomicrobiales","consensus","consensus"
"99","337ab272f012a4bb95fe19c783ac75e3f5782923","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa","consensus","consensus"
"100","05965120f96208adeb0ff366d9cb98107dc14d95","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"101","f220b66c944a174f0ca3114de83086b17b7a03f5","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria","consensus","consensus"
"102","caf1f5eb0269590cb6883a27ed10dbcfa5636b62","genus",NA,"Heterolobosea",NA,NA,"Vahlkampfiidae","Naegleria",NA,"Naegleria","consensus","consensus"
"103","5aa6a9cbeb3dbca8128ce8faf98e47fc4c179303","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"104","388c83d758d1217e02009bc52baf484f522ef0ff","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria","consensus","consensus"
"105","eddbc242cd47c3016d463372424ce95a4e451858","order","Metazoa","Arthropoda","Insecta","Trichoptera",NA,NA,NA,"Trichoptera","consensus","consensus"
"106","2f8ee4b94eb2bf8ac231edb948f2a5424ee0dbfa","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"107","7c6fdae21d0102a154cefa0b15b2b971d373fc69","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera","consensus","consensus"
"108","c5f2c277680f2bba719b99ea82ad9f33262e91dd","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Aphanomyces",NA,"Aphanomyces","consensus","consensus"
"109","fead8c569e09734634d566c27a71152014fec5a1","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora","consensus","consensus"
"110","d45b1d41e2f2e39b2b7d2b511f3472195e1eeb12","genus",NA,"Heterolobosea",NA,NA,"Vahlkampfiidae","Naegleria",NA,"Naegleria","consensus","consensus"
"111","ae4dc698011a271db97550ad8a1a40481b402c4e","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae","consensus","consensus"
"112","dedd10bc50f4925b333250f616ff2b4b57bff1fe","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora","consensus","consensus"
"113","013b65bf46c58e8fa26e1f4b508c96935afb81ff","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"114","256ef43fc260a74b7b283191724fb0223d1d4c04","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"115","5a0d7032a0a581a141b82b235a039e13f86144af","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"116","040450d80f62f9834214161216f8a823fdedaa2a","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia","consensus","consensus"
"117","1700a22e2c23e4cffd64d4631cb233f84402cc96","species","Metazoa","Arthropoda","Insecta","Plecoptera","Leuctridae","Paraleuctra","Paraleuctra vershina complex sp. B BG-2018","Paraleuctra vershina complex sp. B BG-2018","consensus","consensus"
"118","f0488cdd7ce1077326f76a1b0978dca03f0182b1","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"119","03f0cc8a431451038b7f3e7649a970e04f1286bd","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"120","57787e94a7c833657593f77132efcc645bbdc3c3","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"121","8676b21adc9f2b43128e74dd6ef06649254b31f2","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae","consensus","consensus"
"122","568690518cd3b06b6b987a7cf3f6b27f57006bcf","species","Metazoa","Arthropoda","Arachnida","Araneae","Philodromidae","Philodromus","Philodromus rufus","Philodromus rufus","consensus","consensus"
"123","f765afa0ad18227a12faa1e5aa253ccc200deed4","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"124","9e0b8cc085a90b7800ee03cd3bd9493a7d0d9e47","genus","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA,"Sporothrix","consensus","consensus"
"125","38c9cc84dbc7f5c55b670260892fa62d4278f2fc","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"126","1dab8d2f069801c17c92a3b946d14435cc274cc7","genus","Metazoa","Annelida","Clitellata","Haplotaxida","Naididae","Nais",NA,"Nais","consensus","consensus"
"127","88e0e4e9ebe3bef6390e8ed1c452c21ede965c68","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales","consensus","consensus"
"128","860b6ec6e2652d948beb83a93ac658b8aa9959d0","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"129","8c1b62e75102286655273b3a90833ecda26269b7","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"130","796f2b62f1fc82647b3a52a8371f536c2b7d7943","species",NA,NA,"Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas curvata","Cryptomonas curvata","consensus","consensus"
"131","4c9158a1478b2b5ed217b0b87205ff05d5e4da04","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia","consensus","consensus"
"132","b8c611c4697955cdbbe7043676c220db28784e4e","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"133","05d9fe39db5df249f2ffee4a184fbcb197bcd42f","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"134","77cab66d6769d1d670e707435489b0ae35e85a16","genus","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra",NA,"Micropsectra","consensus","consensus"
"135","cf8dc0dab458c702accee5a4b7b5bab6cafcf2cb","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"136","f3cef4657cfb13608ea078a919eed757add3f79f","species","Metazoa","Rotifera","Eurotatoria","Philodinida","Philodinidae","Macrotrachela","Macrotrachela quadricornifera","Macrotrachela quadricornifera","consensus","consensus"
"137","808fc0fe0961d54b8c7b079be2cd2a07c0d2545f","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae","consensus","consensus"
"138","a47060987a1030f69eb22a2e5087bfb1ff30d214","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"139","ee87e44e28621895d808ea00e373dc2f6356e310","family",NA,"Discosea","Flabellinia","Dactylopodida","Paramoebidae",NA,NA,"Paramoebidae","consensus","consensus"
"140","7b501448044a640565593d364aa84c72f678aee1","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"141","bda6089bf7d50446f7bbb2bb5104973db4dbf29e","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae","consensus","consensus"
"142","a1273c4c1791813fe86cde1a0d29308c67649a02","genus",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium",NA,"Mesorhizobium","consensus","consensus"
"143","1db9da70b290873156cc8bae34665fe578158343","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia","consensus","consensus"
"144","0d7b46cf177d5a0ea4665071f28f282d76010e50","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","consensus","consensus"
"145","d8f37dbd900fae0a1fc3ffe0deead6bfb2248411","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium","consensus","consensus"
"146","1eb1c07fc3c443ba3d295f378a9d9f8c902144e9","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"147","ceb9821f81f35587bf992941dc0fd8ce143daf10","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"148","1495bd4cff1543afa358070954fc4b87664a8b0a","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","consensus","consensus"
"149","310d51ab6e690487ec81afa0c77d3bad52e8ae26","family","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA,"Chlorellaceae","consensus","consensus"
"150","22aa59c9b5d5649f695574d2b7b12549e5c5e424","species",NA,"Euglenozoa","Euglenida","Euglenales","Euglenaceae","Euglena","Euglena gracilis","Euglena gracilis","consensus","consensus"
"151","1425cd92a9f23f0404e0959f7ae748f07ec146db","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota","consensus","consensus"
"152","212f50716d56e1dd638939eaf1d64794b228f224","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes","consensus","consensus"
"153","4ec02a639df4cee560fb6d8475da6415daa452a9","class","Metazoa","Arthropoda","Insecta",NA,NA,NA,NA,"Insecta","consensus","consensus"
"154","88cf3bfc3836e6348fc2263750fb1261be710732","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium","consensus","consensus"
"155","24fb7a42baae8b9cb55da3a804368280e9599639","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes","consensus","consensus"
"156","d36632e07bb2c249d9d9732a71cbc60f0b592200","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum","Globisporangium ultimum","consensus","consensus"
"157","4ea4878d91800db3d78a90cd42c6217be0108fe6","order",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales",NA,NA,NA,"Melosirales","consensus","consensus"
