"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon"
"12","0557f8c5c9ab8cdf36edaeed1ce4f3e12192a4c4","class",NA,"Bacillariophyta","Coscinodiscophyceae",NA,NA,NA,NA,"Coscinodiscophyceae"
"13","35374bfdecd94b0ea479855067e13d0a178550be","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia",NA,"Pseudo-nitzschia"
"14","5d28743532ccab2739c7711ff16148e019858fe0","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"15","d21bfb4248eacf901252ffb953598bea8b97b76a","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Collimonas",NA,"Collimonas"
"16","4275c5b15a93fffc8cb8d9343017e92f6d6492c5","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"17","e42ff780bb271914cd88b6ac71037a867b50eada","family","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA,"Chlorellaceae"
"18","ea9755f320fa5297f500cc7281b8dfa3957a290e","species",NA,"Rhodophyta","Florideophyceae","Gigartinales","Peyssonneliaceae","Sonderopelta","Sonderopelta sp. 1capensis","Sonderopelta sp. 1capensis"
"19","21185d1f346ef9d9cffe2b24e6f2eccc2fffa2c2","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"Verticillium"
"20","84539ea5dd159e0afb5ba48924ba0a673cda117a","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia",NA,"Pseudo-nitzschia"
"21","c684110e045b479ffd51fbd3af25f00e1c5cc9eb","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"22","7e40b99900426c9b3b51b44bec3511fd450e8384","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"23","9d4c6b31fb931d425ce6fb24801a9d83810fdba4","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"24","55ea30cd91b105f2be715d2cccc5fb3fb42f902d","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta"
"25","17f35ebe711c94a712620d4b6840ab284049699d","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"26","d449e38d450f5b32984d4cfc2956525854f320b4","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"27","400a46c725e70c61a174fba9afa09f2e254411b6","class","Metazoa","Arthropoda","Arachnida",NA,NA,NA,NA,"Arachnida"
"28","7088101ab6fdc45847fec95d8d8521991cfdc20d","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"29","74fc8e1f46ac17ed76aac504acc3551039fbfd66","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"30","1bec4a655bf3d6fad02a597ab40a785709d77122","order",NA,"Bacillariophyta","Coscinodiscophyceae","Melosirales",NA,NA,NA,"Melosirales"
"31","ec258dbc319ff3ae46476fc131ebb65e07c53407","family","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae",NA,NA,"Chlorellaceae"
"32","bd59dc64220fae2ad2036d682495c6fb6268078f","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"33","adbeec07ea21ae7c72a7f993391c77cdd80e8f49","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"34","a975157883e2191a5aef4c21cffa1fa837a1606c","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"35","9d5ea70cf7cf5b1e9f08c7960cd07e2d113738f2","species","Metazoa","Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada","Zapada cinctipes","Zapada cinctipes"
"36","7360b9a05119140e50d5aff469a0c44146eb2733","family","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae",NA,NA,"Mollisiaceae"
"37","1f885d544ae8d9480834796584719eee9be10db0","species","Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Articulospora","Articulospora tetracladia","Articulospora tetracladia"
"38","1036221d11b4aeb492ea695c2150c43c3fc59b16","family",NA,"Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae",NA,NA,"Lithodesmiaceae"
"39","a54dd97b38629048eb6ca2e37a8bf5add4a60965","species","Metazoa","Arthropoda","Insecta","Plecoptera","Nemouridae","Zapada","Zapada cinctipes","Zapada cinctipes"
"40","f704b4a2221aa0018ed1b34176bcb94fa8edbf0f","species","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus clarkii"
"41","780ae86ab0093d1d47839eae96adc27214312fed","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"42","a14e787b74bca85cd33a75eb7eb6ac577c051b2d","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"43","a7dea911b86d7f5448aa8d95ae5ec8ed2332f1ad","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"44","6149e27a0a0b5f199bf13df1506985bde6a29455","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"45","35e0569a7759fa279cabf02d0d90eeaace37c589","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"46","760930e9db242a15f1907f96b5db39d93ff104c8","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"47","75b2ea7032b78fb84fcd712ebc4a6d69109b3dc9","species",NA,"Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum","Gomphonema parvulum"
"48","830bc46189669ea625a20601e75fbc05f4a7e1a4","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"49","becd0e1574aca62d23808a25a5c9aaa189c6dd26","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"50","06771ecfba2c105f2beaa12cc1ac79338f50cf3b","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"51","e06030b98287216c702e56497f60e4d9bf4b3c49","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"52","35c38fd65ad7d9c54e51f17255b5b6e7193c58b1","class","Metazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydrozoa"
"53","29fcd0dc8315f8bf2d7732ad3bf854b99cc3a07e","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"54","155c6089a69c7283270a25dcc7d251ec018d7c41","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"Verticillium"
"55","6b093b4df186f6c3cede5d9f59acb8872ff9e309","family","Metazoa","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae",NA,NA,"Leptophlebiidae"
"56","dc1756c64bda90c1386d0fb3a444cfbe5b712e5e","species","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium exigens","Prosimulium exigens"
"57","d6d540c1abefa1152b52101ed538f58c6977b6a6","order","Metazoa","Tardigrada","Eutardigrada","Parachela",NA,NA,NA,"Parachela"
"58","3f44976ea7af331fc8fbfbd1215cb0ee1fd3c678","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"59","c57c121e87718531780a53935e30b897e3a6ff54","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"60","5e9ea91c67975affb57109c25458c5d3f60df598","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"61","944797b07cef293d650f49df70cf6717cda52bb7","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"62","f7ce3c9cacc0385fb89c530ab60021c2dc72bf93","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"63","446aabce95666604b51076249da35cd0e7ffbf93","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"64","d12e9b25fc821f62ad5d4cd8308f230c17d58db5","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"65","3e9c012e4efc60f0d8427e82d4ca12e8324705ef","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"66","a3c978f8add5f46a59e1f63036803a161daeb1a5","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"67","585747f4b9f9353b167ed7846e721e6828f4adee","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"68","fe7c7a2992aac87f4d81d75cd948ef11bbaf2888","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"69","fab4ae8322756aab32a70938adb1037d72223259","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"70","aea1a8fcb3f31074be3c81337ee0f9def3a3a6b5","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"71","e2eaeea250c1859252f97932dc536215d712f898","species",NA,"Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis thurstonii","Asterionellopsis thurstonii"
"72","870340285acec550dcecc4020cf5bee663631e45","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella sp.","Vannella sp."
"73","7d831c09dda25a7e0c5d717c253c58ed38b362b1","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"74","52f121f84ae77dd963008c725b60e946cc160cf0","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"75","08cc2bb797d97137df63060438e500115be32aa4","species",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Nothophytophthora","Nothophytophthora caduca","Nothophytophthora caduca"
"76","5cf67e9e2fb9f585e4006466e1162a617d019d68","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"77","5672e9cf5a6fa5a82743041785396d9fb4c12d25","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"78","430d5f07d073f745b466ed645c1b145fccab1958","species","Metazoa","Rotifera","Eurotatoria","Adinetida","Adinetidae","Adineta","Adineta vaga","Adineta vaga"
"79","6e0bca0793ee6fb4e9253d16022a18fd6c24aad0","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"80","3483aa12d6cf06a29ab4bae9bb2db9174aec99f4","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"81","29504048268d85118e34a29559531998f258ad45","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"82","acf6dce66b96f31ee19d0dbf4d0d421162d03f1a","phylum",NA,"Bacillariophyta",NA,NA,NA,NA,NA,"Bacillariophyta"
"83","e1a45ae769393a942a75cf39a062bbaae95527ba","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"84","886c87a91c03001e1ae64997ba7319da277a6369","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"85","bd3a1e65a7d9e62f07f189e53715cde7150bdffe","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"86","719571f307c65b4f5318e07493a73fe6839cebee","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"87","7af1cdd1486cf8634142998148c7dc09f8805084","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"88","01028f2b93f0f531ebf13cd49d986f94902f0646","species","Metazoa","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus","Lynx rufus"
"89","95020064b125f2238f4f193b39c50bec7c35e32f","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"90","8fe79841d1a886cfe487bdf15bb55559500579fd","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"91","a78821074ec35277222369cff2ac1f6cfe878e7c","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"92","9d22c38a95a515cddda8f1d113cf736ac1280c08","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"93","e5c2647500fd87addacafedee21795be98763370","species",NA,"Bacillariophyta","Bacillariophyceae","Cymbellales","Gomphonemataceae","Gomphonema","Gomphonema parvulum","Gomphonema parvulum"
"94","87e221a0e419bf361063de3580fc0f4800e4360a","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"95","edc8387f31197122f0bce9ba69a5d75d7f163792","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"96","4d8d2d9ef9293eed6b4f412c657a3c003185a78c","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"97","03bfd4e8e908b66d67b0dc45a7dfaeb72270e4f5","family",NA,NA,"Dinophyceae","Peridiniales","Ostreopsidaceae",NA,NA,"Ostreopsidaceae"
"98","ae77f976f5c7be62b7bb12b9920e0f4ecce755e9","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"99","290c2bb568e603754409c866dfa102da58c20169","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia palea","Nitzschia palea"
"100","d499ec445ee30220c5471dde8a8531c5261a4d03","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"101","6d70ed7bfa7ae471fd3d4c5d916f8944a92a15fc","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"102","3623e7ac089e77d2862309ed6582bc025025695e","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii","Chlamydomonas reinhardtii"
"103","c705066d535b1e9c4e4e3ee6a578d655a67fc360","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"104","f1c17ddf15ddfaae788558a0122313008d6416a0","genus","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"Verticillium"
"105","6d716a8623d9e776e0448ec914010e4160440beb","species","Metazoa","Rotifera","Eurotatoria","Ploima","Synchaetidae","Polyarthra","Polyarthra sp. UO-2013","Polyarthra sp. UO-2013"
"106","5488dfc75166be3ea0f71b6a94c03bf33e69b98c","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"107","e6fda0a85a48c449721d05cc8ae56d16c07eee89","class",NA,NA,"Dinophyceae",NA,NA,NA,NA,"Dinophyceae"
"108","e1910788a9a7da8514cee1e390262aa75ed65112","species",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Ovalopodium","Ovalopodium rosalinum","Ovalopodium rosalinum"
"109","03a6aaec29edad19d43a93c7317bdf4fd9e897b6","species","Metazoa","Rotifera","Eurotatoria","Philodinida","Philodinidae","Macrotrachela","Macrotrachela quadricornifera","Macrotrachela quadricornifera"
"110","a2988262f28b9f20c5f19d7c6353b58390916889","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"111","495a8e46da0e6a285d17429f5161cb19967bae73","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"112","8c3f2b87c86ee9c2ee53a417e33cd047d641d9b3","phylum","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"Basidiomycota"
"113","a8d37553a63f2a600d6b27212036bd190838ead6","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"114","d3b0b7ecc416c12c204c1142a81b737275b0607f","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,"Nitzschia"
"115","a71aa2fbaf6209f111497db44cc250c4da05b2a8","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"116","912d579fa5f6fccc06aa5c0558fc20551d7600aa","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"117","038017c9d8bf150f2c1b9ecaf59be5231b442c1a","order","Metazoa","Nematoda","Chromadorea","Rhabditida",NA,NA,NA,"Rhabditida"
"118","6e8f2e964318289a1c67fca019d1a03d3c91f17f","family",NA,NA,"Synurophyceae","Synurales","Mallomonadaceae",NA,NA,"Mallomonadaceae"
"119","84cfb68834811db2b58985780995e60761c9705d","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"120","cbbe0e3dd6927aa4ba1d20c43a3858fb30406217","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"121","5d043b4cadaec82e052a2ea415754ad4a59dad17","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"122","d641280e2936166659a33263c0801cd9049dae69","species","Metazoa","Arthropoda",NA,NA,NA,NA,"Arthropoda environmental sample","Arthropoda environmental sample"
"123","4e44c46cfd8981e68f13ac6e5b02625cd1f3a5c5","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"124","3210478eb253e47cb5b5779e58bd7b5365a18021","genus","Metazoa","Chordata","Amphibia","Caudata","Dicamptodontidae","Dicamptodon",NA,"Dicamptodon"
"125","abdf219e3c8a81fd91a3d5938d5fd9ebd396e816","class","Metazoa","Porifera","Demospongiae",NA,NA,NA,NA,"Demospongiae"
"126","4335291cf0c0b3e10d880b366ce122093daff674","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"127","0623c913f1e4e410d04a5f18459b2cf35ba88d3d","species","Metazoa",NA,NA,NA,NA,NA,"invertebrate environmental sample","invertebrate environmental sample"
"128","7c095be95dfa9bab1c73d55bc059ae711bca38c7","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"129","c65e2ef05e99a011d751a0bbeb710eff452ebada","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"130","7829023dc5c9f3bbd40d19c30a30ef5cbc1d33f7","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"131","3037cf670219c30f9b11f65c1b0d96cd025b08b3","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"132","0967b7354722fc3ffefd2709dc22785a86786fc4","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"133","71b092ddee4044442ed3d717eef2fc4626e9eee3","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"134","e24c191983858e3135ed0e07cd33b40f619b7ecb","genus",NA,"Rhodophyta","Florideophyceae","Batrachospermales","Batrachospermaceae","Batrachospermum",NA,"Batrachospermum"
"135","f77ae6e009cc10f37403ed9f4d309f3d971a8a26","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"136","cfcb2bcbdfa6cabccd338361a0f11ef7c5937498","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"137","baa0b30ccd89dc1ce71d0b23288aceccce705ea4","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"138","9e2cd31c71dd1204d6765b632e6df9ab5384530b","kingdom","Metazoa",NA,NA,NA,NA,NA,NA,"Metazoa"
"139","f3e6c4c35fbfbb2b23ebb4242080e0ae8e2e1f02","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"140","858973c493b7682270fd219b8c53258d9d905648","genus",NA,"Rhodophyta","Florideophyceae","Batrachospermales","Batrachospermaceae","Sheathia",NA,"Sheathia"
"141","babf740b103baa3fd9b626fa40d96fb1273d4203","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"142","a3b894eefe9da2ff5f8554f826f6385495120869","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"143","a4f643f58b4418c5b10ea756d38f4711f82359d2","species","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium dahliae","Verticillium dahliae"
"144","9899676eb1eb47c590c344373040a73d3e10637b","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"145","72b0faf981e5da3ab9230a842aeeffe5e0bb54c6","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"146","6e05db6d2b08190b0f5847df87371b0a625af0e2","family",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae",NA,NA,"Bacillariaceae"
"147","ba416c6efcfb27929a446b1147ff590b841ccf6c","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"148","ed6e7e580b09029e07ad26f286afb9329626f17c","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"149","602d492454813d1bfe2c6a11406e412b999e8c4c","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"150","2d01747b7f02c1c739dd6ec922ff63a88c33942a","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA,"Polynucleobacter"
"151","1656efbbe3885e791dbb2d33b87441b35b7a390c","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae"
"152","babc63dca0049d32bc8fff757d67657b91d4c4ab","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"153","49c55bf465b783d634f74e2025e24bbe554fa4b4","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"154","678cd93730463bce46adee85655c9e23ea603ee8","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"155","b9fdd2100b0f5ec87f7df4a12618b3112bbd42b6","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Pythium",NA,"Pythium"
"156","5f00e5f5d07317468078c0d291108be72d3f81ac","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"157","8f46c565cdbb4c548815ff930991ca7e1939f4d2","species",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Pseudoparamoeba","Pseudoparamoeba pagei","Pseudoparamoeba pagei"
"158","7a1a059634dcdd84c703581b5508e3a242e48602","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"159","bf9728c535b9bb9a2fa9d16084e7e5c3c80fd5fb","order","Metazoa","Arthropoda","Insecta","Trichoptera",NA,NA,NA,"Trichoptera"
"160","d71dcba3083a9ee2513da0334f764fa5e8cae764","species",NA,NA,"Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas curvata","Cryptomonas curvata"
"161","94c242ca93943c7091a3c46ca7d305461f3f4735","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella sp.","Vannella sp."
"162","3e5902a4f7727e1c8b811b9efea78503c921ecdc","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"163","2db1e88372cf817321acc4bd5fb20cba76898654","species","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas sp. UWO 241","Chlamydomonas sp. UWO 241"
"164","83d3a908f5fee126865bd722fde65d7197dd0a2f","species",NA,NA,"Phaeophyceae","Ectocarpales","Scytosiphonaceae","Dactylosiphon","Dactylosiphon bullosus","Dactylosiphon bullosus"
"165","0ad70b3ca4d76110c78d49f5d71cf5cbe39d755e","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"166","ba65b3f38ddda19c1b7318356742245a0406d211","genus","Metazoa","Rotifera","Eurotatoria","Ploima","Synchaetidae","Synchaeta",NA,"Synchaeta"
"167","bc1a844346b816baca5b285ed9df1b029d53004f","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"168","af6f91a21fef31e895aa46ff7a12664372c41e7a","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"169","083ef9cac7e07a5c98655661755f9f0669445641","class","Metazoa","Chordata","Mammalia",NA,NA,NA,NA,"Mammalia"
"170","76ff2112f10365fc724f3ea35843d6841ac6812b","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"171","9530b6798ab1ab4fc1827ce658432d2ca8f8707e","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
